jnspemda,kodefungsi,fungsi,kodesubfungsi,subfungsi,kodeurusan,urusan/unsur,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kinerja,indikator,satuan
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.1.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Kewenangan Provinsi",2.19.02.1.01.09,"Peningkatan Kepemimpinan, Kepeloporan dan Kesukarelawanan Pemuda","Meningkatnya Kapasitas Pemuda dalam Kepemimpinan, Kepeloporan dan Kesukarelawanan dari Seluruh Kabupaten/Kota","Jumlah Pemuda yang Ditingkatkan Kapasitasnya dalam Kepemimpinan, Kepeloporan dan Kesukarelawanan dari Seluruh Kabupaten/Kota",Orang
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.1.02,Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Provinsi,2.19.02.1.02.01,"Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Pemuda atau Organisasi Kepemudaan Melalui Kemitraan dengan Dunia Usaha","Terlaksananya Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Pemuda Melalui Kemitraan dengan Dunia Usaha",Jumlah Pemuda Kader yang Terfasilitasi Kemitraan dengan Dunia Usaha,Orang
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.1.02,Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Provinsi,2.19.02.1.02.02,Peningkatan Kapasitas Organisasi Kepemudaan Provinsi,Meningkatnya Kapasitas Organisasi Kepemudaan Provinsi,Jumlah Dokumen Hasil Peningkatan Kapasitas Organisasi Kepemudaan Provinsi,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Provinsi,2.19.03.1.01.01,"Koordinasi, Sinkronisasi dan Pelaksanaan Pembentukan dan Pengembangan Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha",Berkembangnya Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha,Jumlah Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha yang Dikembangkan,Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Provinsi,2.19.03.1.01.02,"Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Perkumpulan Olahraga dan Penyelenggaraan Kompetisi oleh Satuan Pendidikan Menengah dan Khusus ",Terselenggaranya Kompetisi Olahraga oleh Perkumpulan Olahraga dan Satuan Pendidikan Menengah dan Khusus ,Jumlah Dokumen Hasil Penyelenggaraan Kompetisi Olahraga oleh Perkumpulan Olahraga dan Satuan Pendidikan Menengah dan Khusus ,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Provinsi,2.19.03.1.01.03,"Koordinasi, Sinkronisasi dan Pelaksanaan Penyediaan Sarana dan Prasarana Olahraga Provinsi",Meningkatnya Ketersediaan dan Pemanfaatan Sarana dan Prasarana Olahraga Provinsi,Jumlah Sarana dan Prasarana Olahraga Provinsi yang Tersedia dan Termanfaatkan,Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.02,Penyelenggaraan Kejuaraan Olahraga,2.19.03.1.02.01,Penyelenggaraan Kejuaraan Olahraga Multi Event dan Single Event Tingkat Provinsi ,Terselenggaranya Kejuaraan Multi event dan Single Event Tingkat Provinsi ,Jumlah Dokumen Penyelenggaraan Kejuaraan Multi event dan Single Event Tingkat Provinsi ,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.02,Penyelenggaraan Kejuaraan Olahraga,2.19.03.1.02.02,Penyelenggaraan Kejuaraan Pekan Paralimpik Provinsi dan Pekan Paralimpik Pelajar Provinsi,Meningkatnya Penyelenggaraan Kejuaraan Pekan Paralimpik Provinsi dan Pekan Paralimpik Pelajar Provinsi,Jumlah Dokumen Penyelenggaraan Kejuaraan Pekan Paralimpik Provinsi dan Pekan Paralimpik Pelajar Provinsi,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.02,Penyelenggaraan Kejuaraan Olahraga,2.19.03.1.02.03,Partisipasi dan Keikutsertaan dalam Penyelenggaraan Kejuaraan dalam Multi Event dan Single Event,Terlaksananya Partisipasi dan Keikutsertaan dalam Penyelenggaraan Kejuaraan dalam Multi Event dan Single Event,Jumlah Peserta yang Berpartisipasi dalam Penyelenggaraan Kejuaraan Olahraga Multi Event dan Single Event,Orang
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Nasional,2.19.03.1.03.01,Seleksi Atlet Daerah,Terselenggaranya Seleksi Atlet Daerah,Jumlah Atlet Daerah yang Diseleksi,Orang
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Nasional,2.19.03.1.03.02,"Pemusatan Latihan Daerah, Ilmu Pengetahuan dan Teknologi Keolahragaan (Sport Science)",Terlaksananya Pemusatan Latihan Daerah yang Terintegrasi dengan Ilmu Pengetahuan dan Teknologi Keolahragaan (Sport Science),Jumlah Pemusatan Latihan Daerah yang terintegrasi dengan Ilmu Pengetahuan dan Teknologi Keolahragaan (Sport Science),Pelatda
PROV,01,PELAYANAN UMUM,06,Pembangunan Daerah,7,Unsur Kewilayahan,7.02,KOTA ADMINISTRASI,7.02.02,PROGRAM PENGELOLAAN KOTA ADMINISTRASI,7.02.02.6.01,"Peningkatan dan Pengelolaan Kantor Kota

Administrasi",7.02.02.6.01.01,Pengisian Alat Pemadam Api Ringan (APAR),"Terisinya Alat Pemadam Api Ringan

(APAR)","Jumlah Alat Pemadam Api Ringan

(APAR) yang Diisi",Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Nasional,2.19.03.1.03.05,Koordinasi dan Sinkronisasi Penyediaan Data dan Informasi Sektoral Olahraga,Meningkatnya Ketersediaan dan Pemanfaatan Data dan Informasi Sektoral Olahraga,Jumlah Data dan Informasi Sektoral Olahraga yang Tersedia dan Termanfaatkan,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03.1.04.01,Standardisasi Organisasi Keolahragaan,Terlaksananya Standarisasi Organisasi Keolahragaan,Jumlah Dokumen Hasil Standarisasi Organisasi Keolahragaan,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03.1.04.02,Pengembangan Organisasi Keolahragaan,Terlaksananya Pengembangan Organisasi Keolahragaan,Jumlah Dokumen Hasil Pengembangan Organisasi Keolahragaan,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03.1.04.03,Peningkatan Kerja Sama Organisasi Keolahragaan Provinsi dengan Lembaga Terkait,Terlaksananya Peningkatan Kerja Sama Organisasi Keolahragaan Provinsi dengan Lembaga Terkait,Jumlah Dokumen Hasil Peningkatan Kerja Sama Organisasi Keolahragaan Provinsi dengan Lembaga Terkait,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,2.19.03.1.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03.1.04.04,Pemberian Penghargaan bagi Organisasi Keolahragaan Berprestasi,Terlaksananya Pemberian Penghargaan bagi Organisasi Keolahragaan Berprestasi,Jumlah Organisasi Keolahragaan yang Menerima Penghargaan ,Organisasi
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.01,Koordinasi dan Sinkronisasi Penyediaan Data dan Informasi Kepramukaan Berbasis Elektronik,Terlaksananya Koordinasi dan Sinkronisasi Penyediaan Data dan Informasi Kepramukaan Berbasis Elektronik,Jumlah Data dan Informasi Kepramukaan Berbasis Elektronik yang Tersedia dan termanfaatkan,Dokumen
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.02,Peningkatan Kapasitas Organisasi Kepramukaan Provinsi,Meningkatnya Kapasitas Organisasi Kepramukaan Provinsi,Jumlah Organisasi Kepramukaan Provinsi yang Meningkat Kapasitasnya,Organisasi
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.03,Pengembangan Kapasitas SDM Kepramukaan Provinsi,Tersedianya Pusat Pendidikan dan Pelatihan Kepramukaan di Daerah Provinsi,Jumlah Pusat dan Aktivitas Kegiatan Pendidikan dan Pelatihan Kepramukaan di Daerah Provinsi yang Berkualitas,Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.04,Penyediaan Pusat Pendidikan dan Pelatihan Kepramukaan di Daerah Provinsi,Meningkatnya Kapasitas SDM Kepramukaan Provinsi,Jumlah SDM Kepramukaan Provinsi yang Meningkat Kapasitasnya,Orang
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.05,Penyelenggaraan Kegiatan Kepramukaan Provinsi,Terselenggaranya Kegiatan Kepramukaan Provinsi,Jumlah Laporan Kegiatan Kepramukaan Provinsi,Laporan
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.06,Penyediaan Prasarana dan Sarana Kepramukaan Provinsi,Tersedianya dan Pemanfaatan Prasarana dan Sarana Kepramukaan Provinsi,Jumlah Prasarana dan Sarana Kepramukaan Provinsi yang Tersedia dan Termanfaatkan,Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.07,"Perencanaan, Pengadaan, Pemanfaatan, Pemeliharaan, dan Pengawasan Prasarana dan Sarana Kepramukaan Provinsi",Terlaksananya Pengelolaan dan Pemanfaatan Prasarana dan Sarana Kepramukaan Provinsi,Jumlah Prasarana dan Sarana Kepramukaan Provinsi yang terkelola dan termanfaatkan,Unit
PROV,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN  DAN OLAHRAGA,2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04.1.01.08,Partisipasi dan Keikutsertaan dalam Kegiatan Kepramukaan,Meningkatnya Organisasi yang Berpartisipasi dalam Kegiatan Kepramukaan,Jumlah Organisasi yang Berpartisipasi dalam Kegiatan Kepramukaan,Organiasasi
PROV,01,PELAYANAN UMUM,03,Pelayanan Umum,2,Urusan Wajib yang tidak Berkaitan dengan Pelayanan Dasar,2.20,URUSAN PEMERINTAHAN BIDANG STATISTIK,2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,2.20.02.1.01,Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi,2.20.02.1.01.02,Peningkatan Kapasitas SDM Pemerintah Daerah dalam Peningkatan Mutu Statistik Daerah yang Terintegrasi,Meningkatnya Kapasitas SDM Pemerintah Daerah dalam Peningkatan Mutu Statistik Daerah yang Terintegrasi,Jumlah SDM yang Meningkat Kapasitasnya dalam Peningkatan Mutu Statistik Daerah yang Terintegrasi,Orang
PROV,01,PELAYANAN UMUM,03,Pelayanan Umum,2,Urusan Wajib yang tidak Berkaitan dengan Pelayanan Dasar,2.20,URUSAN PEMERINTAHAN BIDANG STATISTIK,2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,2.20.02.1.01,Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi,2.20.02.1.01.03,Membangun Metadata Statistik Sektoral,Terbangunnya Metadata Statistik Sektoral,Jumlah Metadata Statistik Sektoral yang Dihimpun,Dokumen
PROV,01,PELAYANAN UMUM,03,Pelayanan Umum,2,Urusan Wajib yang tidak Berkaitan dengan Pelayanan Dasar,2.20,URUSAN PEMERINTAHAN BIDANG STATISTIK,2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,2.20.02.1.01,Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi,2.20.02.1.01.01,"Koordinasi dan Sinkronisasi Pengumpulan, Pengolahan, Analisis dan Diseminasi Data Statistik Sektoral","Terlaksananya Koordinasi dan Sinkronisasi Pengumpulan, Pengolahan, Analisis dan Diseminasi Data Statistik Sektoral","Jumlah Dokumen Koordinasi dan Sinkronisasi Pengumpulan, Pengolahan, Analisis dan Diseminasi Data Statistik Sektoral",Dokumen
PROV,01,PELAYANAN UMUM,03,Pelayanan Umum,2,Urusan Wajib yang tidak Berkaitan dengan Pelayanan Dasar,2.20,URUSAN PEMERINTAHAN BIDANG STATISTIK,2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,2.20.02.1.01,Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi,2.20.02.1.01.04,Peningkatan Kapasitas Kelembagaan Statistik Sektoral,Meningkatnya Kapasitas Kelembagaan Statistik Sektoral,Jumlah Perangkat Daerah yang Mendapat Pelatihan Statistik Sektoral dari BPS,Orang
PROV,01,PELAYANAN UMUM,03,Pelayanan Umum,2,Urusan Wajib yang tidak Berkaitan dengan Pelayanan Dasar,2.20,URUSAN PEMERINTAHAN BIDANG STATISTIK,2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,2.20.02.1.01,Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi,2.20.02.1.01.05,Pengembangan Infrastruktur,Berkembangnya Infrastruktur,Jumlah Infrastruktur Statistik,Unit
PROV,04,EKONOMI,09,Telekomunikasi dan Informatika,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.21,URUSAN PEMERINTAHAN BIDANG PERSANDIAN,2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,2.21.02.1.01,Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi,2.21.02.1.01.01,Penetapan Kebijakan Tata Kelola Keamanan Informasi dan Jaring Komunikasi Sandi Pemerintah Daerah Provinsi ,Ditetapkannya Kebijakan Tata Kelola Keamanan Informasi dan Jaring Komunikasi Sandi Pemerintah Daerah Provinsi,Jumlah Kebijakan Tata Kelola Keamanan Informasi dan Jaring Komunikasi Sandi Pemerintah Daerah yang Ditetapkan,Dokumen
PROV,04,EKONOMI,09,Telekomunikasi dan Informatika,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.21,URUSAN PEMERINTAHAN BIDANG PERSANDIAN,2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,2.21.02.1.01,Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi,2.21.02.1.01.02,Pelaksanaan Analisis Kebutuhan dan Pengelolaan Sumber Daya Keamanan Informasi Pemerintah Daerah Provinsi ,Terlaksananya Analisis Kebutuhan dan Pengelolaan Sumber Daya Keamanan Informasi Pemerintah Daerah Provinsi,Jumlah Laporan Analisis Kebutuhan dan Pengelolaan Sumber Daya Keamanan Informasi Pemerintah Daerah Provinsi,Laporan
PROV,04,EKONOMI,09,Telekomunikasi dan Informatika,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.21,URUSAN PEMERINTAHAN BIDANG PERSANDIAN,2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,2.21.02.1.01,Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi,2.21.02.1.01.03,Pelaksanaan Keamanan Informasi Pemerintahan Daerah Provinsi Berbasis Elektronik dan Non Elektronik,Terlaksananya Keamanan Informasi Pemerintahan Daerah Provinsi Berabasis Elektronik dan Non Elektronik,Jumlah Laporan Pelaksanaan Keamanan Informasi Pemerintahan Daerah Provinsi Berbasis Elektronik dan Non Elektronik,Laporan
PROV,04,EKONOMI,09,Telekomunikasi dan Informatika,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.21,URUSAN PEMERINTAHAN BIDANG PERSANDIAN,2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,2.21.02.1.01,Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi,2.21.02.1.01.04,Penyediaan Layanan Keamanan Informasi Pemerintah Daerah Provinsi ,Tersedianya Layanan Keamanan Informasi untuk Perangkat Daerah di Tingkat Provinsi,Jumlah Perangkat Daerah yang Telah Menggunakan Layanan Keamanan Informasi,Perangkat Daerah
PROV,04,EKONOMI,09,Telekomunikasi dan Informatika,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.21,URUSAN PEMERINTAHAN BIDANG PERSANDIAN,2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,2.21.02.1.02,Penetapan Pola Hubungan Komunikasi Sandi antar Perangkat Daerah Provinsi,2.21.02.1.02. 01,Operasionalisasi Jaring Komunikasi Sandi Pemerintah Daerah Provinsi ,Terlaksananya Operasioalisasi Jaring Komunikasi Sandi Perangkat Daerah,Jumlah Perangkat Daerah yang Terhubung dalam Jaring Komunikasi Sandi,Perangkat Daerah
PROV,10,PENDIDIKAN,11,Pengembangan Budaya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.22,URUSAN PEMERINTAHAN BIDANG KEBUDAYAAN,2.22.02,PROGRAM PENGEMBANGAN KEBUDAYAAN,2.22.02.1.01,Pengelolaan Kebudayaan yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.22.02.1.01.01,"Pelindungan, Pengembangan, Pemanfaatan Objek Pemajuan Kebudayaan","Terlaksananya Pelindungan, Pengembangan, Pemanfaatan Objek Pemajuan Kebudayaan","Jumlah Objek Pemajuan Kebudayaan yang Dilindungi, Dikembangkan dan Dimanfaatkan",Objek
PROV,10,PENDIDIKAN,11,Pengembangan Budaya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.22,URUSAN PEMERINTAHAN BIDANG KEBUDAYAAN,2.22.02,PROGRAM PENGEMBANGAN KEBUDAYAAN,2.22.02.1.01,Pengelolaan Kebudayaan yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.22.02.1.01.02,"Pembinaan Sumber Daya Manusia, Lembaga, dan Pranata Kebudayaan","Terlaksananya Pembinaan Sumber Daya Manusia, Lembaga, dan Pranata Kebudayaan","Jumlah Peserta Pembinaan Sumber Daya Manusia, Lembaga, dan Pranata Kebudayaan",Orang
PROV,10,PENDIDIKAN,11,Pengembangan Budaya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.22,URUSAN PEMERINTAHAN BIDANG KEBUDAYAAN,2.22.02,PROGRAM PENGEMBANGAN KEBUDAYAAN,2.22.02.1.01,Pengelolaan Kebudayaan yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.22.02.1.01.03,Penyediaan dan Pemeliharaan Sarana dan Prasarana Taman Budaya,Terlaksananya Penyediaan dan Pemeliharaan Sarana dan Prasarana Taman Budaya,Jumlah Sarana dan Prasarana Taman Budaya yang Disediakan dan Dipelihara,Unit
PROV,10,PENDIDIKAN,11,Pengembangan Budaya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.22,URUSAN PEMERINTAHAN BIDANG KEBUDAYAAN,2.22.02,PROGRAM PENGEMBANGAN KEBUDAYAAN,2.22.02.1.02,Pelestarian Kesenian Tradisional yang Masyarakat Pelakunya Lintas Kabupaten/Kota dalam Daerah Provinsi,2.22.02.1.02.01,"Pelindungan, Pengembangan, Pemanfaatan Objek Pemajuan Tradisi Budaya","Terlaksananya Pelindungan, Pengembangan, Pemanfaatan Objek Pemajuan Tradisi Budaya","Jumlah Objek Pemajuan Tradisi Budaya yang Dilakukan Pelindungan, Pengembangan dan Pemanfaatan",Objek
